eth2,887,0.00166420551766
eth2,887,0.0016171875
eth2,887,0.00142196387274
eth2,777,0.0
eth2,833,0.0
eth2,887,0.00173446985382
eth2,908,0.00224868128182
eth2,941,0.00354427401209
eth2,941,0.00329416609068
eth2,854,0.00102274387571
eth2,832,0.000991658402847
eth2,832,0.000408340139002
eth2,811,4.28104183434e-05
eth2,810,0.000145549191346
eth2,799,0.0
eth2,799,0.000147580974208
eth2,799,0.000182291666667
eth2,799,0.0
eth2,799,5.20864983115e-05
eth1,555,0.0
eth1,555,0.0
eth1,666,0.0
eth1,666,0.0
eth1,777,0.0
eth1,777,0.0
eth1,777,0.0
eth1,799,0.0
eth1,799,0.0
eth1,810,0.000154113547437
eth1,810,0.000496571091001
