00000001,1,16:50:50.971206
00000002,1,16:50:50.972436
00000003,1,16:50:50.972935
00000004,1,16:50:50.973518
00000005,1,16:50:50.974101
00000006,1,16:50:50.974664
00000007,1,16:50:50.975097
00000008,1,16:50:50.975712
00000009,1,16:50:50.976273
00000010,1,16:50:50.976905
00000011,1,16:50:50.977261
00000012,1,16:50:50.977814
00000013,1,16:50:50.978446
00000014,1,16:50:50.979091
00000015,1,16:50:50.979456
00000016,1,16:50:50.980001
00000017,1,16:50:50.980645
00000018,1,16:50:50.981311
00000019,1,16:50:50.981646
00000020,1,16:50:50.982246
00000021,1,16:50:50.982918
00000022,1,16:50:50.983550
00000023,1,16:50:50.983880
00000024,1,16:50:50.984474
00000025,1,16:50:50.985086
00000026,1,16:50:50.985738
00000027,1,16:50:50.986072
00000028,1,16:50:50.986648
00000029,1,16:50:50.987307
00000030,1,16:50:50.987921
00000031,1,16:50:50.988268
00000032,1,16:50:50.988830
00000033,1,16:50:50.989460
00000034,1,16:50:50.990100
00000035,1,16:50:50.990461
00000036,1,16:50:50.991006
00000037,1,16:50:50.991649
00000038,1,16:50:50.992330
00000039,1,16:50:50.992668
00000040,1,16:50:50.993261
00000041,1,16:50:50.993872
00000042,1,16:50:50.994521
00000043,1,16:50:50.994845
00000044,1,16:50:50.995436
00000045,1,16:50:50.996158
00000046,1,16:50:50.996763
00000047,1,16:50:50.997090
00000048,1,16:50:50.997675
00000049,1,16:50:50.998354
00000050,1,16:50:50.998958
00000051,1,16:50:50.999309
00000052,1,16:50:50.999876
00000053,1,16:50:51.000505
00000054,1,16:50:51.001238
00000055,1,16:50:51.001575
00000056,1,16:50:51.002174
00000057,1,16:50:51.002784
00000058,1,16:50:51.003425
00000059,1,16:50:51.003762
00000060,1,16:50:51.004379
00000061,1,16:50:51.004977
00000062,1,16:50:51.005608
00000063,1,16:50:51.005942
00000064,1,16:50:51.006509
00000065,1,16:50:51.007173
00000066,1,16:50:51.007791
00000067,1,16:50:51.008162
00000068,1,16:50:51.008707
00000069,1,16:50:51.009360
00000070,1,16:50:51.009978
00000071,1,16:50:51.010329
00000072,1,16:50:51.010894
00000073,1,16:50:51.011525
00000074,1,16:50:51.012191
00000075,1,16:50:51.012526
00000076,1,16:50:51.013097
00000077,1,16:50:51.013731
00000078,1,16:50:51.014380
00000079,1,16:50:51.014704
00000080,1,16:50:51.015318
00000081,1,16:50:51.015930
00000082,1,16:50:51.016568
00000083,1,16:50:51.016906
00000084,1,16:50:51.017477
00000085,1,16:50:51.018133
00000086,1,16:50:51.018751
00000087,1,16:50:51.019085
00000088,1,16:50:51.019671
00000089,1,16:50:51.020339
00000090,1,16:50:51.020939
00000091,1,16:50:51.021293
00000092,1,16:50:51.021850
00000093,1,16:50:51.022492
00000094,1,16:50:51.023148
00000095,1,16:50:51.023479
00000096,1,16:50:51.024034
00000097,1,16:50:51.024672
00000098,1,16:50:51.025323
00000099,1,16:50:51.025648
00000100,1,16:50:51.026274
00000101,1,16:50:51.026875
00000102,1,16:50:51.027558
00000103,1,16:50:51.027895
00000104,1,16:50:51.028469
00000105,1,16:50:51.029100
00000106,1,16:50:51.029736
00000107,1,16:50:51.030474
00000108,1,16:50:51.030804
00000109,1,16:50:51.031397
00000110,1,16:50:51.032020
00000111,1,16:50:51.032725
00000112,1,16:50:51.033053
00000113,1,16:50:51.033634
00000114,1,16:50:51.034295
00000115,1,16:50:51.034912
00000116,1,16:50:51.035282
00000117,1,16:50:51.035820
00000118,1,16:50:51.036458
00000119,1,16:50:51.037091
00000120,1,16:50:51.037772
00000121,1,16:50:51.038124
00000122,1,16:50:51.038691
00000123,1,16:50:51.039337
00000124,1,16:50:51.039962
00000125,1,16:50:51.040319
00000126,1,16:50:51.040869
00000127,1,16:50:51.041503
00000128,1,16:50:51.042177
00000129,1,16:50:51.042506
00000130,1,16:50:51.043089
00000131,1,16:50:51.043728
00000132,1,16:50:51.044371
00000133,1,16:50:51.044698
00000134,1,16:50:51.045314
00000135,1,16:50:51.045913
00000136,1,16:50:51.046612
00000137,1,16:50:51.046943
00000138,1,16:50:51.047515
00000139,1,16:50:51.048175
00000140,1,16:50:51.048805
00000141,1,16:50:51.049159
00000142,1,16:50:51.049720
00000143,1,16:50:51.050412
00000144,1,16:50:51.051044
00000145,1,16:50:51.051398
00000146,1,16:50:51.051960
00000147,1,16:50:51.052601
00000148,1,16:50:51.053278
00000149,1,16:50:51.053608
00000150,1,16:50:51.054216
00000151,1,16:50:51.054824
00000152,1,16:50:51.055460
00000153,1,16:50:51.055799
00000154,1,16:50:51.056378
00000155,1,16:50:51.057050
00000156,1,16:50:51.057711
00000157,1,16:50:51.058044
00000158,1,16:50:51.058615
00000159,1,16:50:51.059297
00000160,1,16:50:51.059896
00000161,1,16:50:51.060249
00000162,1,16:50:51.060807
00000163,1,16:50:51.061441
00000164,1,16:50:51.062086
00000165,1,16:50:51.062459
00000166,1,16:50:51.062992
00000167,1,16:50:51.063629
00000168,1,16:50:51.064338
00000169,1,16:50:51.064670
00000170,1,16:50:51.065278
00000171,1,16:50:51.065889
00000172,1,16:50:51.066530
00000173,1,16:50:51.066865
00000174,1,16:50:51.067438
00000175,1,16:50:51.068070
00000176,1,16:50:51.068724
00000177,1,16:50:51.069051
00000178,1,16:50:51.069632
00000179,1,16:50:51.070291
00000180,1,16:50:51.070910
00000181,1,16:50:51.071266
00000182,1,16:50:51.071827
00000183,1,16:50:51.072459
00000184,1,16:50:51.073183
00000185,1,16:50:51.073512
00000186,1,16:50:51.074090
00000187,1,16:50:51.074743
00000188,1,16:50:51.075376
00000189,1,16:50:51.075706
00000190,1,16:50:51.076310
00000191,1,16:50:51.076918
00000192,1,16:50:51.077564
00000193,1,16:50:51.077887
00000194,1,16:50:51.078478
00000195,1,16:50:51.079133
00000196,1,16:50:51.079744
00000197,1,16:50:51.080083
00000198,1,16:50:51.080656
00000199,1,16:50:51.081324
00000200,1,16:50:51.081943
00000201,1,16:50:51.082292
00000202,1,16:50:51.082903
00000203,1,16:50:51.083488
00000204,1,16:50:51.084153
00000205,1,16:50:51.084482
00000206,1,16:50:51.085036
00000207,1,16:50:51.085677
00000208,1,16:50:51.086325
00000209,1,16:50:51.086658
00000210,1,16:50:51.087275
00000211,1,16:50:51.087877
00000212,1,16:50:51.088517
00000213,1,16:50:51.088841
00000214,1,16:50:51.089431
00000215,1,16:50:51.090064
00000216,1,16:50:51.090697
00000217,1,16:50:51.091378
00000218,1,16:50:51.091710
00000219,1,16:50:51.092337
00000220,1,16:50:51.092933
00000221,1,16:50:51.093630
00000222,1,16:50:51.093949
00000223,1,16:50:51.094543
00000224,1,16:50:51.095186
00000225,1,16:50:51.095813
00000226,1,16:50:51.096177
00000227,1,16:50:51.096735
00000228,1,16:50:51.097363
00000229,1,16:50:51.097996
00000230,1,16:50:51.098361
00000231,1,16:50:51.098903
00000232,1,16:50:51.099542
00000233,1,16:50:51.100212
00000234,1,16:50:51.100542
00000235,1,16:50:51.101132
00000236,1,16:50:51.101764
00000237,1,16:50:51.102395
00000238,1,16:50:51.102722
