00000001,1,16:50:50.971206,16:50:50.972134,64512
00000002,1,16:50:50.972436,16:50:50.972777,64512
00000003,1,16:50:50.972935,16:50:50.973346,64512
00000004,1,16:50:50.973518,16:50:50.973904,64512
00000005,1,16:50:50.974101,16:50:50.974467,64512
00000006,1,16:50:50.974664,16:50:50.974953,64512
00000007,1,16:50:50.975097,16:50:50.975521,64512
00000008,1,16:50:50.975712,16:50:50.976081,64512
00000009,1,16:50:50.976273,16:50:50.976696,64512
00000010,1,16:50:50.976905,16:50:50.977167,64512
00000011,1,16:50:50.977261,16:50:50.977741,64512
00000012,1,16:50:50.977814,16:50:50.978303,64512
00000013,1,16:50:50.978446,16:50:50.978881,64512
00000014,1,16:50:50.979091,16:50:50.979362,64512
00000015,1,16:50:50.979456,16:50:50.979928,64512
00000016,1,16:50:50.980001,16:50:50.980490,64512
00000017,1,16:50:50.980645,16:50:50.981099,64512
00000018,1,16:50:50.981311,16:50:50.981578,64512
00000019,1,16:50:50.981646,16:50:50.982150,64512
00000020,1,16:50:50.982246,16:50:50.982713,64512
00000021,1,16:50:50.982918,16:50:50.983328,64512
00000022,1,16:50:50.983550,16:50:50.983817,64512
00000023,1,16:50:50.983880,16:50:50.984383,64512
00000024,1,16:50:50.984474,16:50:50.984947,64512
00000025,1,16:50:50.985086,16:50:50.985528,64512
00000026,1,16:50:50.985738,16:50:50.986005,64512
00000027,1,16:50:50.986072,16:50:50.986567,64512
00000028,1,16:50:50.986648,16:50:50.987133,64512
00000029,1,16:50:50.987307,16:50:50.987711,64512
00000030,1,16:50:50.987921,16:50:50.988191,64512
00000031,1,16:50:50.988268,16:50:50.988758,64512
00000032,1,16:50:50.988830,16:50:50.989325,64512
00000033,1,16:50:50.989460,16:50:50.989892,64512
00000034,1,16:50:50.990100,16:50:50.990373,64512
00000035,1,16:50:50.990461,16:50:50.990940,64512
00000036,1,16:50:50.991006,16:50:50.991505,64512
00000037,1,16:50:50.991649,16:50:50.992117,64512
00000038,1,16:50:50.992330,16:50:50.992600,64512
00000039,1,16:50:50.992668,16:50:50.993158,64512
00000040,1,16:50:50.993261,16:50:50.993723,64512
00000041,1,16:50:50.993872,16:50:50.994311,64512
00000042,1,16:50:50.994521,16:50:50.994797,64512
00000043,1,16:50:50.994845,16:50:50.995363,64512
00000044,1,16:50:50.995436,16:50:50.995912,64512
00000045,1,16:50:50.996158,16:50:50.996554,64512
00000046,1,16:50:50.996763,16:50:50.997042,64512
00000047,1,16:50:50.997090,16:50:50.997602,64512
00000048,1,16:50:50.997675,16:50:50.998167,64512
00000049,1,16:50:50.998354,16:50:50.998749,64512
00000050,1,16:50:50.998958,16:50:50.999216,64512
00000051,1,16:50:50.999309,16:50:50.999785,64512
00000052,1,16:50:50.999876,16:50:51.000355,64512
00000053,1,16:50:51.000505,16:50:51.001027,64512
00000054,1,16:50:51.001238,16:50:51.001517,64512
00000055,1,16:50:51.001575,16:50:51.002077,64512
00000056,1,16:50:51.002174,16:50:51.002633,64512
00000057,1,16:50:51.002784,16:50:51.003214,64512
00000058,1,16:50:51.003425,16:50:51.003697,64512
00000059,1,16:50:51.003762,16:50:51.004265,64512
00000060,1,16:50:51.004379,16:50:51.004828,64512
