eth1,651,0.0
eth0,651,0.0
eth3,651,0.0
eth0,125,0.0
eth3,125,0.0
eth1,125,0.0
eth0,159,0.0
eth1,159,0.0
eth3,159,0.0
eth0,208,0.0
eth1,208,0.0
eth3,208,0.0
eth0,257,0.0
eth1,257,0.0
eth3,257,0.0
eth0,306,0.0
eth1,306,0.0
eth3,306,0.0
eth3,355,0.0
eth0,355,0.0
eth1,355,0.0
eth0,404,0.0
eth3,404,0.0
eth1,404,0.0
eth3,453,0.0
eth0,453,0.0
eth1,453,0.0
eth3,502,8.29668962084e-05
eth1,502,8.29668962084e-05
eth0,502,8.29668962084e-05
eth1,551,0.0
eth0,551,0.0
eth3,551,0.0
eth1,600,0.0
eth3,600,0.0
eth0,600,0.0
eth0,618,0.0
eth1,618,0.0
eth3,618,0.0
eth0,502,0.0
eth1,502,0.0
eth3,502,0.0
eth0,502,0.0
eth3,502,0.0
eth1,502,0.0
eth1,502,0.0
eth0,502,0.0
eth3,502,0.0
eth0,617,0.000651641462373
eth1,617,0.000651641462373
eth3,617,0.000651641462373
eth1,600,0.0
eth0,600,0.0
eth3,600,0.0
eth0,600,0.0
eth3,600,0.0
eth1,600,0.0
eth1,600,0.0
eth3,600,0.0
eth0,600,0.0
eth0,101,0.0
eth3,101,0.0
eth1,101,0.0
eth3,172,0.0
eth0,172,0.0
eth1,172,0.0
eth1,184,0.0
eth3,184,0.0
eth0,184,0.0
eth0,300,0.0
eth1,300,0.0
eth3,300,0.0
eth0,325,0.0
eth1,325,0.0
eth3,325,0.0
eth1,324,0.0
eth0,324,0.0
eth3,324,0.0
eth0,338,0.0
eth3,338,0.0
eth1,338,0.0
eth1,500,0.0
eth0,500,0.0
eth3,500,0.0
eth3,557,0.0
eth1,557,0.0
eth0,557,0.0
eth3,577,0.0
eth1,577,0.0
eth0,577,0.0
eth1,588,0.0
eth0,588,0.0
eth3,588,0.0
eth1,577,0.0
eth3,577,0.0
eth0,577,0.0
eth1,705,0.0
eth3,705,0.000511589469128
eth0,705,0.0
eth3,666,0.0
eth0,666,0.0
eth1,666,0.0
eth0,690,0.0
eth1,690,0.0
eth3,690,0.0
eth1,601,0.0
eth0,601,0.0
eth3,601,0.0
eth1,600,0.0
eth0,600,0.0
eth3,600,0.0
eth3,801,0.0
eth1,801,0.0
eth0,801,0.0
eth3,882,0.0
eth1,882,0.0
eth0,882,0.0
eth0,858,0.000424538314583
eth1,858,0.000424538314583
eth3,858,0.000424538314583
eth3,853,0.0
eth0,853,0.0
eth1,853,0.0
eth3,869,0.0
eth0,869,0.0
eth1,869,0.0
eth0,870,0.0
eth3,870,0.0
eth1,870,0.0
eth1,868,0.0
eth3,868,0.0
eth0,868,0.0
eth3,876,0.0
eth0,876,0.0
eth1,876,0.0
