eth0,179,0.0
eth3,179,0.0
eth2,179,0.0
eth1,179,0.0
eth1,228,0.0
eth2,228,0.0
eth3,228,0.0
eth0,228,0.0
eth2,229,0.0
eth0,229,0.0
eth3,229,0.0
eth1,229,0.0
eth3,181,0.0
eth2,181,0.0
eth0,181,0.0
eth1,181,0.0
eth0,180,0.0
eth2,180,0.0
eth3,180,0.0
eth1,180,0.0
eth0,316,0.0
eth3,316,0.0
eth2,316,0.0
eth1,316,0.0
eth0,317,0.0
eth2,317,0.0
eth3,317,0.0
eth1,317,0.0
eth2,316,0.0
eth0,316,0.0
eth3,316,0.0
eth1,316,0.0
eth3,316,0.0
eth0,316,0.0
eth2,316,0.0
eth1,316,0.0
eth3,414,0.000268096514745
eth2,414,0.000268096514745
eth1,414,0.000268096514745
eth0,414,0.000268096514745
eth3,413,0.000268312315535
eth0,413,0.000268312315535
eth2,413,0.000268312315535
eth1,413,0.000268312315535
eth1,414,0.0
eth2,414,0.0
eth0,414,0.0
eth3,414,0.0
eth3,410,0.00918045969309
eth0,410,0.00918045969309
eth2,410,0.00918045969309
eth1,410,0.00918045969309
eth2,403,0.0
eth1,403,0.0
eth3,403,0.0
eth0,403,0.0
eth3,403,0.0
eth2,403,0.0
eth0,403,0.0
eth1,403,0.0
eth0,500,0.0
eth3,500,0.0
eth2,500,0.0
eth1,500,0.0
eth2,501,0.0
eth3,501,0.0
eth1,501,0.0
eth0,501,0.0
eth3,501,0.0
eth0,501,0.0
eth2,501,0.0
eth1,501,0.0
eth2,566,0.0
eth1,566,0.0
eth3,566,0.0
eth0,566,0.0
eth3,540,0.0
eth2,540,0.0
eth1,540,0.0
eth0,540,0.0
eth1,522,0.0
eth0,522,0.0
eth3,522,0.0
eth2,522,0.0
eth2,601,0.0
eth3,601,0.0
eth1,601,0.0
eth0,601,0.0
eth3,601,0.0
eth2,601,0.0
eth0,601,0.0
eth1,601,0.0
eth3,601,0.0
eth0,601,0.0
eth2,601,0.0
eth1,601,0.0
eth0,610,0.0
eth3,610,0.0
eth1,610,0.0
eth2,610,0.0
eth2,590,0.0
eth1,590,0.0
eth0,590,0.0
eth3,590,0.0
eth2,631,0.0
eth0,631,0.0
eth1,631,0.0
eth3,631,0.0
eth0,575,0.000138236107271
eth3,575,0.000138236107271
eth1,575,0.000138236107271
eth2,575,0.000138236107271
eth3,633,0.0
eth0,633,0.0
eth1,633,0.0
eth2,633,0.0
eth3,633,3.45315791291e-05
eth0,633,3.45315791291e-05
eth1,633,3.45315791291e-05
eth2,633,3.45315791291e-05
eth3,600,0.0
eth0,600,0.0
eth1,600,0.0
eth2,600,0.0
eth3,720,0.0
eth2,720,0.0
eth0,720,0.0
eth1,720,0.0
eth3,656,3.46200450061e-05
eth2,656,3.46200450061e-05
eth0,656,3.46200450061e-05
eth1,656,3.46200450061e-05
eth2,656,0.0
eth3,656,0.0
eth1,656,0.0
eth0,656,0.0
eth3,633,0.00173214707503
eth1,633,0.00173214707503
eth2,633,0.00173214707503
eth0,633,0.00173214707503
eth0,634,0.00070857772704
eth2,634,0.00070857772704
eth3,634,0.00070857772704
eth1,634,0.00070857772704
eth2,633,3.45506685554e-05
eth0,633,3.45506685554e-05
eth3,633,3.45506685554e-05
eth1,633,3.45506685554e-05
eth0,632,0.000587381659871
eth1,632,0.000587381659871
eth3,632,0.000587381659871
eth2,632,0.000587381659871
eth1,636,0.000458006526593
eth0,636,0.000458006526593
eth2,636,0.000458006526593
eth3,636,0.000458006526593
eth3,692,0.000286935812459
eth1,692,0.000286935812459
eth0,692,0.000286935812459
eth2,692,0.000286935812459
eth3,600,0.0
eth0,600,0.0
eth2,600,0.0
eth1,600,0.0
eth0,686,0.000202839756592
eth2,686,0.000202839756592
eth3,686,0.000202839756592
eth1,686,0.000202839756592
eth3,632,0.0
eth2,632,0.0
eth1,632,0.0
eth0,632,0.0
eth3,628,0.0
eth2,628,0.0
eth0,628,0.0
eth1,628,0.0
eth3,699,0.0
eth0,699,0.0
eth2,699,0.0
eth1,699,0.0
eth2,682,0.0
eth3,682,0.0
eth1,682,0.0
eth0,682,0.0
eth3,689,0.0
eth2,689,0.0
eth1,689,0.0
eth0,689,0.0
eth2,674,0.0
eth3,674,0.0
eth0,674,0.0
eth1,674,0.0
eth0,591,0.0
eth1,591,0.0
eth3,591,0.0
eth2,591,0.0
eth3,675,6.17207752129e-05
eth0,675,6.17207752129e-05
eth1,675,6.17207752129e-05
eth2,675,6.17207752129e-05
